line_and_segment,year,longitude,latitude,height_m,total_field_anomaly_nt
FL-44-1,1958,-2.97783,53.27596,343,-22
FL-44-1,1958,-2.97698,53.27637,343,-22
FL-44-1,1958,-2.97019,53.27639,341,-20
FL-44-1,1958,-2.95512,53.2764,345,-18
FL-44-1,1958,-2.95302,53.27636,345,-16
FL-44-1,1958,-2.94948,53.27638,345,-12
FL-44-1,1958,-2.94302,53.27639,345,-2
FL-44-1,1958,-2.93102,53.27638,343,8
FL-44-1,1958,-2.9136,53.27673,334,8
FL-44-1,1958,-2.89568,53.27696,322,18
FL-44-1,1958,-2.89123,53.27707,320,28
FL-44-1,1958,-2.88779,53.27712,319,35
FL-44-1,1958,-2.88227,53.2771,316,30
FL-44-1,1958,-2.87938,53.27706,315,37
FL-44-1,1958,-2.87833,53.27697,315,38
FL-44-1,1958,-2.87708,53.27704,315,37
FL-44-1,1958,-2.87556,53.27694,315,27
FL-44-1,1958,-2.87454,53.2769,315,17
FL-44-1,1958,-2.8728,53.27687,315,9
FL-44-1,1958,-2.86834,53.27673,315,17
FL-44-1,1958,-2.86492,53.27659,315,22
FL-44-1,1958,-2.86314,53.27661,315,17
FL-44-1,1958,-2.86129,53.27663,315,7
FL-44-1,1958,-2.85934,53.2765,315,-3
FL-44-1,1958,-2.85737,53.27656,315,-13
FL-44-1,1958,-2.85312,53.27658,315,-22
FL-44-1,1958,-2.84454,53.27668,318,-19
FL-44-1,1958,-2.84274,53.27671,319,-13
FL-44-1,1958,-2.83935,53.27674,321,-3
FL-44-1,1958,-2.83346,53.27683,325,-12
FL-44-1,1958,-2.8293,53.27683,325,-22
FL-44-1,1958,-2.81813,53.27695,325,-27
FL-44-1,1958,-2.81486,53.27697,322,-22
FL-44-1,1958,-2.81296,53.27696,321,-12
FL-44-1,1958,-2.81159,53.27693,320,-2
FL-44-1,1958,-2.81008,53.27707,319,3
FL-44-1,1958,-2.80771,53.27691,318,-3
FL-44-1,1958,-2.80574,53.27698,316,-13
FL-44-1,1958,-2.80318,53.27702,315,-23
FL-44-1,1958,-2.80133,53.27703,314,-29
FL-44-1,1958,-2.7763,53.27741,311,-33
FL-44-1,1958,-2.75695,53.27727,336,-34
FL-44-1,1958,-2.72409,53.27671,423,-40
FL-44-1,1958,-2.67877,53.27713,354,-52
FL-44-1,1958,-2.65787,53.27764,330,-55
FL-44-1,1958,-2.65285,53.27774,325,-58
FL-44-1,1958,-2.63493,53.27811,324,-63
FL-44-1,1958,-2.61011,53.27835,344,-68
FL-44-1,1958,-2.59979,53.27844,331,-67
FL-44-1,1958,-2.54397,53.27851,346,-72
FL-44-1,1958,-2.53308,53.27846,335,-74
FL-44-1,1958,-2.52798,53.27851,335,-72
FL-44-1,1958,-2.50627,53.2787,335,-62
FL-44-1,1958,-2.48514,53.27904,340,-52
FL-44-1,1958,-2.46156,53.27913,345,-42
FL-45-1,1958,-3.19476,53.29205,315,-44
FL-45-1,1958,-3.19092,53.29205,315,-43
FL-45-1,1958,-3.18151,53.29205,315,-41
FL-45-1,1958,-3.16787,53.29204,315,-40
FL-45-1,1958,-3.07427,53.29205,318,-43
FL-45-1,1958,-3.06319,53.29244,333,-40
FL-45-1,1958,-3.05841,53.2926,339,-39
FL-45-1,1958,-3.05633,53.29271,340,-40
FL-45-1,1958,-3.00537,53.295,350,-32
FL-45-1,1958,-2.99286,53.29546,345,-29
FL-45-1,1958,-2.98283,53.29552,338,-31
FL-45-1,1958,-2.93037,53.29629,329,-3
FL-45-1,1958,-2.92131,53.29636,324,7
FL-45-1,1958,-2.91507,53.29647,321,17
FL-45-1,1958,-2.91031,53.29651,319,20
FL-45-1,1958,-2.9042,53.29641,316,12
FL-45-1,1958,-2.90036,53.29628,313,15
FL-45-1,1958,-2.89748,53.29612,312,13
FL-45-1,1958,-2.88803,53.29563,308,16
FL-45-1,1958,-2.83291,53.29437,305,-13
FL-45-1,1958,-2.79101,53.29476,306,-23
FL-45-1,1958,-2.72539,53.29725,318,-33
FL-45-1,1958,-2.6912,53.29711,335,-43
FL-45-1,1958,-2.65289,53.29656,357,-52
FL-45-1,1958,-2.5879,53.29847,351,-62
FL-45-1,1958,-2.53627,53.29844,355,-62
FL-45-1,1958,-2.50183,53.29946,368,-52
FL-45-1,1958,-2.45514,53.30106,352,-33
FL-46-3,1958,-3.08899,53.31138,339,-43
FL-46-3,1958,-3.08891,53.31149,339,-43
FL-46-3,1958,-3.00248,53.31379,335,-33
FL-46-3,1958,-3.00201,53.31415,335,-33
FL-46-3,1958,-2.98125,53.31342,335,-29
FL-46-3,1958,-2.98101,53.3134,335,-29
FL-46-3,1958,-2.97823,53.31323,335,-30
FL-46-3,1958,-2.97774,53.31371,335,-30
FL-46-3,1958,-2.96575,53.31316,335,-26
FL-46-3,1958,-2.96543,53.31295,335,-26
FL-46-3,1958,-2.94772,53.31187,327,-23
FL-46-3,1958,-2.94739,53.31178,327,-23
FL-46-3,1958,-2.94432,53.31149,325,-21
FL-46-3,1958,-2.94289,53.3114,324,-13
FL-46-3,1958,-2.94269,53.31142,323,-13
FL-46-3,1958,-2.94129,53.31117,322,-3
FL-46-3,1958,-2.93826,53.31097,319,8
FL-46-3,1958,-2.93477,53.31101,316,-3
FL-46-3,1958,-2.92876,53.3111,308,-13
FL-46-3,1958,-2.92859,53.31089,308,-13
FL-46-3,1958,-2.91146,53.31147,305,-3
FL-46-3,1958,-2.91118,53.31133,305,-3
FL-46-3,1958,-2.89543,53.31192,305,-3
FL-46-3,1958,-2.89526,53.3116,305,-3
FL-46-3,1958,-2.88725,53.31179,305,5
FL-46-3,1958,-2.8871,53.3121,305,5
FL-46-3,1958,-2.86287,53.31248,305,-3
FL-46-3,1958,-2.86256,53.31261,305,-3
FL-46-3,1958,-2.83398,53.31308,305,-14
FL-46-3,1958,-2.83385,53.31323,305,-14
FL-46-3,1958,-2.82084,53.31355,305,-18
FL-46-3,1958,-2.82081,53.31332,305,-18
FL-46-3,1958,-2.78554,53.31407,305,-22
FL-46-3,1958,-2.78548,53.31432,305,-22
FL-46-3,1958,-2.77409,53.31451,305,-14
FL-46-3,1958,-2.774,53.31433,305,-14
FL-46-3,1958,-2.741,53.31521,339,-13
FL-46-3,1958,-2.74091,53.31511,338,-13
FL-46-3,1958,-2.72954,53.31494,341,-23
FL-46-3,1958,-2.72918,53.31493,341,-23
FL-46-3,1958,-2.71251,53.31477,335,-33
FL-46-3,1958,-2.71238,53.31485,335,-33
FL-46-3,1958,-2.67691,53.31421,357,-43
FL-46-3,1958,-2.63414,53.31503,359,-53
FL-46-3,1958,-2.63394,53.31495,359,-53
FL-46-3,1958,-2.5901,53.31555,365,-59
FL-46-3,1958,-2.58999,53.3154,365,-59
FL-46-3,1958,-2.54702,53.31416,382,-61
FL-46-3,1958,-2.54698,53.31443,382,-61
FL-46-3,1958,-2.47569,53.31556,360,-43
FL-46-3,1958,-2.47564,53.3158,360,-43
FL-46-3,1958,-2.45836,53.31569,350,-33
FL-46-3,1958,-2.45792,53.31575,350,-33
FL-47-1,1958,-3.09245,53.33068,378,-39
FL-47-1,1958,-3.08119,53.33065,365,-42
FL-47-1,1958,-3.05997,53.33094,349,-36
FL-47-1,1958,-3.03128,53.33156,346,-37
FL-47-1,1958,-3.0209,53.33175,343,-34
FL-47-1,1958,-2.99821,53.33189,335,-39
FL-47-1,1958,-2.98394,53.3319,335,-37
FL-47-1,1958,-2.94238,53.33188,307,-34
FL-47-1,1958,-2.90035,53.33172,305,-24
FL-47-1,1958,-2.85699,53.33167,320,-21
FL-47-1,1958,-2.83778,53.33205,325,-21
FL-47-1,1958,-2.8247,53.33224,319,-20
FL-47-1,1958,-2.73232,53.33171,357,-23
FL-47-1,1958,-2.70145,53.33215,360,-33
FL-47-1,1958,-2.67236,53.33237,361,-39
FL-47-1,1958,-2.66744,53.33239,357,-39
FL-47-1,1958,-2.66121,53.33262,345,-43
FL-47-1,1958,-2.61516,53.33347,370,-53
FL-47-1,1958,-2.55484,53.33349,377,-60
FL-47-1,1958,-2.50538,53.33217,355,-53
FL-47-1,1958,-2.47747,53.33241,355,-43
FL-47-1,1958,-2.45608,53.33328,355,-33
FL-48-1,1958,-3.18407,53.34669,305,-34
FL-48-1,1958,-3.05739,53.3483,351,-41
FL-48-1,1958,-3.0371,53.34843,361,-41
FL-48-1,1958,-3.02846,53.34835,362,-40
FL-48-1,1958,-3.00627,53.34829,336,-44
FL-48-1,1958,-2.79129,53.34992,315,-26
FL-48-1,1958,-2.73385,53.35067,310,-26
FL-48-1,1958,-2.67234,53.35081,315,-36
FL-48-1,1958,-2.53733,53.35159,363,-59
FL-48-1,1958,-2.52861,53.3514,365,-53
FL-48-1,1958,-2.52275,53.35102,365,-55
FL-48-1,1958,-2.50675,53.35134,365,-53
FL-48-1,1958,-2.47504,53.3517,365,-43
FL-49-1,1958,-3.19555,53.36498,305,-35
FL-49-1,1958,-3.18878,53.36525,308,-37
FL-49-1,1958,-3.18555,53.3654,309,-34
FL-49-1,1958,-3.17996,53.36546,312,-32
FL-49-1,1958,-3.17342,53.36571,320,-33
FL-49-1,1958,-3.16463,53.36597,330,-32
FL-49-1,1958,-3.1496,53.36559,336,-34
FL-49-1,1958,-3.14008,53.36532,339,-36
FL-49-1,1958,-3.1165,53.3648,357,-33
FL-49-1,1958,-3.09423,53.36564,355,-40
FL-49-1,1958,-3.05929,53.36649,332,-34
FL-49-1,1958,-2.9629,53.36609,305,-35
FL-49-1,1958,-2.91004,53.36688,330,-24
FL-49-1,1958,-2.89774,53.36752,339,-22
FL-49-1,1958,-2.88177,53.36825,355,-27
FL-49-1,1958,-2.87724,53.36849,356,-24
FL-49-1,1958,-2.85598,53.36888,347,-19
FL-49-1,1958,-2.84828,53.36896,342,-22
FL-49-1,1958,-2.79546,53.36881,315,-17
FL-49-1,1958,-2.77576,53.36864,320,-17
FL-49-1,1958,-2.73289,53.36872,320,-24
FL-49-1,1958,-2.68481,53.36954,321,-30
FL-49-1,1958,-2.67598,53.36955,317,-30
FL-49-1,1958,-2.66512,53.36966,313,-35
FL-49-1,1958,-2.62915,53.3692,310,-35
FL-49-1,1958,-2.56837,53.36962,335,-54
FL-49-1,1958,-2.56013,53.36962,335,-57
FL-49-1,1958,-2.54247,53.3698,335,-55
FL-49-1,1958,-2.51669,53.36966,334,-56
FL-49-1,1958,-2.50903,53.36982,331,-54
FL-49-1,1958,-2.48004,53.37008,340,-44
FL-50-1,1958,-3.19254,53.38321,308,-38
FL-50-1,1958,-3.13818,53.38418,324,-35
FL-50-1,1958,-2.92906,53.3868,341,-24
FL-50-1,1958,-2.81094,53.38606,318,-23
FL-50-1,1958,-2.79199,53.38631,325,-17
FL-50-1,1958,-2.78013,53.3865,329,-20
FL-50-1,1958,-2.7362,53.38716,347,-20
FL-50-1,1958,-2.72924,53.38714,350,-24
FL-50-1,1958,-2.71945,53.38724,343,-21
FL-50-1,1958,-2.69853,53.38725,330,-25
FL-50-1,1958,-2.64251,53.38719,315,-35
FL-50-1,1958,-2.62335,53.38713,315,-45
FL-50-1,1958,-2.61305,53.38712,315,-55
FL-50-1,1958,-2.61071,53.38705,315,-59
FL-50-1,1958,-2.60826,53.38714,316,-45
FL-50-1,1958,-2.60773,53.38707,317,-35
FL-50-1,1958,-2.60514,53.38708,318,22
FL-50-1,1958,-2.6026,53.38701,320,-15
FL-50-1,1958,-2.59954,53.38713,322,-15
FL-50-1,1958,-2.5977,53.38707,323,-12
FL-50-1,1958,-2.59113,53.38698,325,-27
FL-50-1,1958,-2.58758,53.38698,325,-38
FL-50-1,1958,-2.58362,53.38697,325,-39
FL-50-1,1958,-2.58131,53.38697,325,-41
FL-50-1,1958,-2.57968,53.38703,325,-41
FL-50-1,1958,-2.57598,53.38699,325,-37
FL-50-1,1958,-2.57115,53.38692,325,-41
FL-50-1,1958,-2.56592,53.38704,325,-45
FL-50-1,1958,-2.56391,53.38707,325,-48
FL-50-1,1958,-2.55908,53.38708,325,-48
FL-50-1,1958,-2.55365,53.38726,325,-55
FL-50-1,1958,-2.54815,53.38727,325,-58
FL-50-1,1958,-2.5388,53.38744,325,-55
FL-50-1,1958,-2.53735,53.38742,325,-54
FL-50-1,1958,-2.5274,53.38715,325,-52
FL-50-1,1958,-2.52019,53.38689,325,-50
FL-50-1,1958,-2.50625,53.38668,316,-48
FL-50-1,1958,-2.49002,53.38665,315,-45
FL-50-1,1958,-2.46629,53.3868,319,-36
FL-50-1,1958,-2.46178,53.38697,321,-35
FL-50-1,1958,-2.4582,53.38695,322,-33
FL-51-1,1958,-3.18216,53.40144,309,-44
FL-51-1,1958,-3.15456,53.40123,310,-33
FL-51-1,1958,-2.88678,53.40321,350,-28
FL-51-1,1958,-2.87123,53.40318,335,-28
FL-51-1,1958,-2.85945,53.40317,328,-29
FL-51-1,1958,-2.84383,53.40317,327,-25
FL-51-1,1958,-2.84248,53.40316,327,-24
FL-51-1,1958,-2.83349,53.40315,330,-24
FL-51-1,1958,-2.82489,53.40317,332,-15
FL-51-1,1958,-2.82206,53.40307,333,-5
FL-51-1,1958,-2.82124,53.40325,333,-3
FL-51-1,1958,-2.81965,53.40318,334,-5
FL-51-1,1958,-2.81063,53.40309,337,-24
FL-51-1,1958,-2.80621,53.40312,339,-23
FL-51-1,1958,-2.80249,53.40307,341,-25
FL-51-1,1958,-2.79208,53.40299,348,-27
FL-51-1,1958,-2.77034,53.40294,354,-24
FL-51-1,1958,-2.72042,53.40467,356,-21
FL-51-1,1958,-2.70244,53.40549,346,-24
FL-51-1,1958,-2.67022,53.40545,330,-25
FL-51-1,1958,-2.56866,53.40537,324,-48
FL-51-1,1958,-2.55412,53.40568,325,-45
FL-51-1,1958,-2.54685,53.40595,325,-47
FL-51-1,1958,-2.51999,53.40626,325,-45
FL-51-1,1958,-2.47762,53.40637,325,-35
FL-52-1,1958,-3.12244,53.41722,305,-46
FL-52-1,1958,-3.10541,53.41738,312,-48
FL-52-1,1958,-2.84631,53.42047,339,-19
FL-52-1,1958,-2.72789,53.42273,363,-23
FL-52-1,1958,-2.7094,53.42306,355,-20
FL-52-1,1958,-2.70084,53.42308,355,-25
FL-52-1,1958,-2.69478,53.42295,353,-27
FL-52-1,1958,-2.68742,53.42276,350,-25
FL-52-1,1958,-2.68038,53.42273,344,-24
FL-52-1,1958,-2.67068,53.42266,335,-25
FL-52-1,1958,-2.64669,53.42275,325,-30
FL-52-1,1958,-2.63521,53.42289,321,-29
FL-52-1,1958,-2.62577,53.42285,315,-34
FL-52-1,1958,-2.61751,53.42291,315,-34
FL-52-1,1958,-2.61361,53.42288,315,-36
FL-52-1,1958,-2.60983,53.42272,316,-27
FL-52-1,1958,-2.60217,53.42219,321,-37
FL-52-1,1958,-2.58438,53.42191,325,-41
FL-52-1,1958,-2.57076,53.42264,325,-41
FL-52-1,1958,-2.56623,53.42285,325,-42
FL-52-1,1958,-2.54647,53.42328,325,-41
FL-52-1,1958,-2.53286,53.42349,325,-43
FL-52-1,1958,-2.49091,53.42372,325,-34
FL-52-1,1958,-2.45454,53.42395,325,-29
FL-53-1,1958,-3.02402,53.43887,305,-46
FL-53-1,1958,-2.94558,53.43927,336,-38
FL-53-1,1958,-2.90236,53.43928,332,-33
FL-53-1,1958,-2.84292,53.44027,341,-25
FL-53-1,1958,-2.80272,53.4396,362,-21
FL-53-1,1958,-2.77828,53.43988,374,-24
FL-53-1,1958,-2.72202,53.44057,357,-15
FL-53-1,1958,-2.65505,53.44086,335,-23
FL-53-1,1958,-2.64514,53.4409,331,-21
FL-53-1,1958,-2.61127,53.44132,330,-31
FL-53-1,1958,-2.58322,53.44155,335,-35
FL-53-1,1958,-2.54716,53.44152,330,-40
FL-53-1,1958,-2.53999,53.44154,330,-37
FL-53-1,1958,-2.52519,53.44172,330,-41
FL-53-1,1958,-2.48172,53.44256,325,-36
FL-54-1,1958,-3.18442,53.45613,305,-39
FL-54-1,1958,-3.13462,53.45634,305,-41
FL-54-1,1958,-3.08567,53.45726,305,-33
FL-54-1,1958,-3.04738,53.45776,305,-36
FL-54-1,1958,-2.93308,53.45986,326,-41
FL-54-1,1958,-2.88841,53.45891,325,-51
FL-54-1,1958,-2.88078,53.45909,326,-46
FL-54-1,1958,-2.85751,53.45937,340,-43
FL-54-1,1958,-2.84392,53.45959,344,-45
FL-54-1,1958,-2.81805,53.45946,345,-35
FL-54-1,1958,-2.76799,53.45888,347,-25
FL-54-1,1958,-2.7566,53.4588,351,-24
FL-54-1,1958,-2.75274,53.45871,353,-25
FL-54-1,1958,-2.7044,53.45876,355,-13
FL-54-1,1958,-2.69983,53.4589,354,-11
FL-54-1,1958,-2.69302,53.45893,349,-13
FL-54-1,1958,-2.68598,53.45911,345,-13
FL-54-1,1958,-2.66978,53.45932,345,-14
FL-54-1,1958,-2.51898,53.46112,325,-39
FL-54-1,1958,-2.49371,53.46121,325,-36
FL-54-1,1958,-2.47955,53.46132,325,-37
FL-54-1,1958,-2.46773,53.4615,325,-37
FL-54-1,1958,-2.46146,53.46162,325,-36
FL-55-1,1958,-2.89856,53.47584,325,-36
FL-55-1,1958,-2.89241,53.47599,329,-37
FL-55-1,1958,-2.88761,53.47602,332,-36
FL-55-1,1958,-2.88671,53.47586,332,-35
FL-55-1,1958,-2.8172,53.47612,353,-26
FL-55-1,1958,-2.80049,53.4762,350,-23
FL-55-1,1958,-2.78839,53.47627,349,-23
FL-55-1,1958,-2.77433,53.47655,345,-16
FL-55-1,1958,-2.72685,53.47683,350,-6
FL-55-1,1958,-2.724,53.4767,350,-3
FL-55-1,1958,-2.71409,53.47687,351,-3
FL-55-1,1958,-2.69453,53.47693,355,4
FL-55-1,1958,-2.67352,53.47654,355,7
FL-55-1,1958,-2.65385,53.47583,349,4
FL-55-1,1958,-2.62105,53.47457,347,-6
FL-55-1,1958,-2.60156,53.47472,346,-13
FL-55-1,1958,-2.59547,53.47464,344,-11
FL-55-1,1958,-2.58969,53.47476,340,-16
FL-55-1,1958,-2.5549,53.47655,325,-29
FL-55-1,1958,-2.54135,53.4774,325,-28
FL-55-1,1958,-2.4726,53.47776,325,-39
FL-56-1,1958,-3.19922,53.49067,305,-36
FL-56-1,1958,-3.16828,53.49112,305,-37
FL-56-1,1958,-3.14769,53.49124,305,-43
FL-56-1,1958,-3.14029,53.4913,305,-37
FL-56-1,1958,-3.13781,53.49125,305,-35
FL-56-1,1958,-3.13658,53.49141,305,-37
FL-56-1,1958,-3.12606,53.49133,305,-40
FL-56-1,1958,-3.12247,53.49132,305,-39
FL-56-1,1958,-3.10572,53.49148,305,-40
FL-56-1,1958,-3.09858,53.49173,305,-37
FL-56-1,1958,-3.09313,53.49156,305,-34
FL-56-1,1958,-3.07655,53.4919,305,-34
FL-56-1,1958,-3.06014,53.49247,306,-31
FL-56-1,1958,-2.91975,53.49575,323,-43
FL-56-1,1958,-2.89077,53.49483,330,-33
FL-56-1,1958,-2.88472,53.4948,334,-34
FL-56-1,1958,-2.86633,53.49444,336,-32
FL-56-1,1958,-2.85431,53.49413,339,-33
FL-56-1,1958,-2.72692,53.49574,385,5
FL-56-1,1958,-2.7048,53.49563,408,15
FL-56-1,1958,-2.66469,53.49598,383,23
FL-56-1,1958,-2.63316,53.49668,357,20
FL-56-1,1958,-2.62448,53.49693,354,14
FL-56-1,1958,-2.60846,53.49678,345,4
FL-56-1,1958,-2.59028,53.4965,335,-3
FL-56-1,1958,-2.58492,53.49647,335,-4
FL-56-1,1958,-2.5722,53.49632,333,-17
FL-56-1,1958,-2.56369,53.49626,331,-23
FL-56-1,1958,-2.55563,53.49632,331,-27
FL-56-1,1958,-2.53246,53.49636,332,-34
FL-56-1,1958,-2.52401,53.49685,334,-33
FL-56-1,1958,-2.51357,53.49685,335,-44
FL-56-1,1958,-2.50229,53.49689,335,-47
FL-56-1,1958,-2.49674,53.49684,335,-51
FL-56-1,1958,-2.48257,53.49699,335,-47
FL-56-1,1958,-2.47246,53.4969,335,-44
FL-56-1,1958,-2.45441,53.49698,335,-47
FL-56-1,1958,-2.43999,53.49692,335,-44
FL-56-1,1958,-2.4229,53.497,335,-37
FL-56-1,1958,-2.41284,53.497,334,-35
FL-56-1,1958,-2.39997,53.49698,331,-37
FL-56-1,1958,-2.37915,53.49697,333,-28
FL-56-1,1958,-2.36678,53.49695,331,-27
FL-56-1,1958,-2.36162,53.49696,331,-26
FL-56-1,1958,-2.35057,53.49721,331,-17
FL-56-1,1958,-2.33634,53.49746,331,-7
FL-56-1,1958,-2.32216,53.49781,336,3
FL-56-1,1958,-2.30639,53.49796,342,13
FL-56-1,1958,-2.27865,53.49796,339,13
FL-56-1,1958,-2.26802,53.49778,350,22
FL-56-1,1958,-2.1738,53.49681,366,54
FL-56-1,1958,-2.16095,53.49682,366,64
FL-56-1,1958,-2.07447,53.49798,453,76
FL-56-1,1958,-2.04747,53.49784,497,81
FL-56-1,1958,-2.00022,53.49725,616,81
FL-56-1,1958,-1.85955,53.49671,667,99
FL-56-1,1958,-1.82156,53.49702,743,109
FL-56-1,1958,-1.76098,53.49673,797,92
FL-56-1,1958,-1.72058,53.4966,665,89
FL-56-1,1958,-1.68575,53.49804,580,77
FL-56-1,1958,-1.6596,53.49769,578,67
FL-56-1,1958,-1.63932,53.49768,602,57
FL-56-1,1958,-1.6119,53.4967,561,46
FL-57-1,1958,-3.03038,53.51029,315,-47
FL-57-1,1958,-2.997,53.51006,315,-39
FL-57-1,1958,-2.97672,53.51036,315,-47
FL-57-1,1958,-2.96633,53.51049,312,-47
FL-57-1,1958,-2.96227,53.51043,311,-49
FL-57-1,1958,-2.95794,53.51053,310,-47
FL-57-1,1958,-2.93057,53.51121,324,-40
FL-57-1,1958,-2.92166,53.51157,330,-45
FL-57-1,1958,-2.90618,53.51181,337,-43
FL-57-1,1958,-2.84958,53.51164,346,-36
FL-57-1,1958,-2.81424,53.51208,350,-26
FL-57-1,1958,-2.80204,53.51226,350,-24
FL-57-1,1958,-2.78984,53.51235,353,-20
FL-57-1,1958,-2.78471,53.51239,356,-18
FL-57-1,1958,-2.75812,53.5123,370,-6
FL-57-1,1958,-2.7357,53.5126,417,5
FL-57-1,1958,-2.7207,53.51273,433,15
FL-57-1,1958,-2.70536,53.51311,430,25
FL-57-1,1958,-2.6825,53.51419,406,35
FL-57-1,1958,-2.66506,53.51486,374,40
FL-57-1,1958,-2.63757,53.51371,348,34
FL-57-1,1958,-2.63105,53.5134,346,30
FL-57-1,1958,-2.62595,53.51302,344,30
FL-57-1,1958,-2.6168,53.51255,338,24
FL-57-1,1958,-2.61272,53.51219,335,24
FL-57-1,1958,-2.61079,53.51206,335,23
FL-57-1,1958,-2.59172,53.51257,339,3
FL-57-1,1958,-2.58058,53.51309,340,-7
FL-57-1,1958,-2.56821,53.51374,340,-17
FL-57-1,1958,-2.54304,53.51436,347,-27
FL-57-1,1958,-2.52689,53.51432,351,-36
FL-57-1,1958,-2.51828,53.51402,352,-38
FL-57-1,1958,-2.50637,53.51384,351,-44
FL-57-1,1958,-2.48975,53.51375,350,-43
FL-57-1,1958,-2.48077,53.51388,351,-47
FL-57-1,1958,-2.45518,53.51391,350,-41
FL-57-1,1958,-2.41863,53.51392,354,-46
FL-57-1,1958,-2.38882,53.51413,355,-32
FL-57-1,1958,-2.3801,53.51424,356,-31
FL-57-1,1958,-2.37432,53.51427,356,-27
FL-57-1,1958,-2.37079,53.5144,356,-17
FL-57-1,1958,-2.36709,53.51436,356,-15
FL-57-1,1958,-2.36541,53.5145,357,-17
FL-57-1,1958,-2.35888,53.51454,357,-24
FL-57-1,1958,-2.35049,53.51477,358,-17
FL-57-1,1958,-2.34462,53.51467,357,-9
FL-57-1,1958,-2.3368,53.51462,357,-8
FL-57-1,1958,-2.13296,53.51371,411,79
FL-57-1,1958,-2.12975,53.51375,411,81
FL-57-1,1958,-2.12633,53.51373,414,82
FL-57-1,1958,-2.09108,53.51397,449,82
FL-57-1,1958,-2.08032,53.51402,470,75
FL-57-1,1958,-2.07776,53.514,474,72
FL-57-1,1958,-2.04719,53.51406,534,72
FL-57-1,1958,-2.00242,53.51484,683,82
FL-57-1,1958,-1.98835,53.51533,728,88
FL-57-1,1958,-1.96894,53.51614,749,81
FL-57-1,1958,-1.92899,53.51561,814,72
FL-57-1,1958,-1.90277,53.515,787,81
FL-57-1,1958,-1.82713,53.51743,772,91
FL-57-1,1958,-1.81212,53.51718,760,101
FL-57-1,1958,-1.7981,53.51702,750,110
FL-57-1,1958,-1.78762,53.51687,696,118
FL-57-1,1958,-1.76847,53.51666,657,108
FL-57-1,1958,-1.76223,53.51651,648,104
FL-57-1,1958,-1.75378,53.5164,628,103
FL-57-1,1958,-1.74141,53.51629,623,98
FL-57-1,1958,-1.72882,53.51612,616,87
FL-57-1,1958,-1.69881,53.51673,575,87
FL-57-1,1958,-1.69527,53.51685,568,86
FL-57-1,1958,-1.66918,53.51593,597,77
FL-57-1,1958,-1.6544,53.51544,601,67
FL-57-1,1958,-1.65237,53.51539,601,69
FL-57-1,1958,-1.64769,53.51519,594,67
FL-57-1,1958,-1.61642,53.51357,547,56
FL-57-1,1958,-1.60858,53.51323,534,46
FL-58-1,1958,-3.18065,53.52757,305,-30
FL-58-1,1958,-3.1076,53.52909,305,-33
FL-58-1,1958,-3.02371,53.52921,308,-35
FL-58-1,1958,-2.96449,53.52932,315,-40
FL-58-1,1958,-2.9601,53.52926,315,-37
FL-58-1,1958,-2.91173,53.52961,336,-44
FL-58-1,1958,-2.87451,53.52982,349,-37
FL-58-1,1958,-2.78317,53.53006,372,-16
FL-58-1,1958,-2.74492,53.53001,399,4
FL-58-1,1958,-2.73311,53.53029,435,15
FL-58-1,1958,-2.72232,53.53036,413,25
FL-58-1,1958,-2.71352,53.53061,400,34
FL-58-1,1958,-2.69784,53.53094,390,44
FL-58-1,1958,-2.68464,53.53121,384,54
FL-58-1,1958,-2.67016,53.53133,361,57
FL-58-1,1958,-2.66216,53.53137,347,59
FL-58-1,1958,-2.64605,53.53159,336,56
FL-58-1,1958,-2.63803,53.53173,335,56
FL-58-1,1958,-2.60845,53.53176,353,33
FL-58-1,1958,-2.59999,53.53159,373,24
FL-58-1,1958,-2.58667,53.53155,373,14
FL-58-1,1958,-2.5851,53.53151,373,12
FL-58-1,1958,-2.57985,53.5314,371,10
FL-58-1,1958,-2.57676,53.53148,371,4
FL-58-1,1958,-2.56751,53.53144,371,-6
FL-58-1,1958,-2.55495,53.53133,362,-17
FL-58-1,1958,-2.54153,53.53137,364,-27
FL-58-1,1958,-2.52307,53.53187,365,-37
FL-58-1,1958,-2.50915,53.53186,379,-43
FL-58-1,1958,-2.49703,53.53189,370,-49
FL-58-1,1958,-2.45729,53.53245,392,-51
FL-58-1,1958,-2.4374,53.53249,392,-46
FL-58-1,1958,-2.43023,53.5324,392,-43
FL-58-1,1958,-2.42427,53.53238,392,-46
FL-58-1,1958,-2.41952,53.53243,392,-44
FL-58-1,1958,-2.4148,53.53239,390,-46
FL-58-1,1958,-2.40425,53.53241,378,-42
FL-58-1,1958,-2.3779,53.53271,378,-36
FL-58-1,1958,-2.3619,53.5327,381,-26
FL-58-1,1958,-2.35994,53.53278,381,-25
FL-58-1,1958,-2.35274,53.5329,374,-27
FL-58-1,1958,-2.34142,53.53284,352,-23
FL-58-1,1958,-2.33451,53.53281,351,-21
FL-58-1,1958,-2.32488,53.5328,351,-17
FL-58-1,1958,-2.31079,53.53269,350,-7
FL-58-1,1958,-2.30177,53.53262,365,3
FL-58-1,1958,-2.29195,53.5325,380,14
FL-58-1,1958,-2.28533,53.53233,389,17
FL-58-1,1958,-2.26757,53.53273,386,17
FL-58-1,1958,-2.25037,53.53307,375,23
FL-58-1,1958,-2.22848,53.53362,375,33
FL-58-1,1958,-2.19526,53.53266,395,43
