line_and_segment,year,longitude,latitude,height_m,total_field_anomaly_nt
FL1-1,1955,-1.74162,53.48164,792,62
FL1-1,1955,-1.70122,53.48352,663,56
FL2-1,1955,-2.44325,53.47202,325,-38
FL2-1,1955,-2.43445,53.47214,325,-36
FL2-1,1955,-2.39761,53.47236,325,-26
FL2-1,1955,-2.35709,53.47253,325,-16
FL2-1,1955,-2.35536,53.47272,325,-6
FL2-1,1955,-2.35378,53.47294,325,4
FL2-1,1955,-2.34941,53.47282,325,14
FL2-1,1955,-2.34587,53.47274,325,14
FL2-1,1955,-2.34346,53.47297,325,4
FL2-1,1955,-2.33864,53.47299,325,-7
FL2-1,1955,-2.33073,53.47328,325,-7
FL2-1,1955,-2.30722,53.47294,325,4
FL2-1,1955,-2.30104,53.47286,325,14
FL2-1,1955,-2.29811,53.47296,325,24
FL2-1,1955,-2.29615,53.47283,325,34
FL2-1,1955,-2.29389,53.47279,325,44
FL2-1,1955,-2.28997,53.47276,325,44
FL2-1,1955,-2.28907,53.4728,325,34
FL2-1,1955,-2.28688,53.47285,325,24
FL2-1,1955,-2.28439,53.47299,325,14
FL2-1,1955,-2.27461,53.47297,325,14
FL2-1,1955,-2.27009,53.47285,325,24
FL2-1,1955,-2.26482,53.47277,325,34
FL2-1,1955,-2.2615,53.47273,327,44
FL2-1,1955,-2.26007,53.47206,328,54
FL2-1,1955,-2.25058,53.47338,335,75
FL2-1,1955,-2.24606,53.47348,335,95
FL2-1,1955,-2.23634,53.47373,335,95
FL2-1,1955,-2.23333,53.47373,335,75
FL2-1,1955,-2.22256,53.47429,335,56
FL2-1,1955,-2.22007,53.4743,335,46
FL2-1,1955,-2.21834,53.47417,335,36
FL2-1,1955,-2.21465,53.47426,335,25
FL2-1,1955,-2.21088,53.47436,336,16
FL2-1,1955,-2.18377,53.47458,346,16
FL2-1,1955,-2.1785,53.47446,345,6
FL2-1,1955,-2.17398,53.47428,345,-4
FL2-1,1955,-2.16946,53.47411,345,-14
FL2-1,1955,-2.16486,53.47407,345,-24
FL2-1,1955,-2.15921,53.47376,347,-23
FL2-1,1955,-2.15582,53.47372,360,-13
FL2-1,1955,-2.15386,53.47373,368,-3
FL2-1,1955,-2.15288,53.47368,372,7
FL2-1,1955,-2.15205,53.47364,375,17
FL2-1,1955,-2.14911,53.47355,387,27
FL2-1,1955,-2.14421,53.47329,405,38
FL2-1,1955,-2.14226,53.47325,404,48
FL2-1,1955,-2.1403,53.47338,403,58
FL2-1,1955,-2.13826,53.47325,401,68
FL2-1,1955,-2.13563,53.47312,400,78
FL2-1,1955,-2.13126,53.47294,397,88
FL2-1,1955,-2.12689,53.47286,391,98
FL2-1,1955,-2.12297,53.47277,390,107
FL2-1,1955,-2.1192,53.4726,390,107
FL2-1,1955,-2.11408,53.47242,381,97
FL2-1,1955,-2.11099,53.47251,383,87
FL2-1,1955,-2.10761,53.47225,383,77
FL2-1,1955,-2.10346,53.47225,386,67
FL2-1,1955,-2.09842,53.47199,388,58
FL2-1,1955,-2.0899,53.47168,394,59
FL2-1,1955,-2.06173,53.47152,491,60
FL2-1,1955,-2.03958,53.47157,526,62
FL2-1,1955,-1.96358,53.47144,499,73
FL2-1,1955,-1.95175,53.47134,530,74
FL2-1,1955,-1.94106,53.47125,557,65
FL2-1,1955,-1.88999,53.47049,734,65
FL2-1,1955,-1.8704,53.47034,809,73
FL2-1,1955,-1.82958,53.46967,886,75
FL2-1,1955,-1.77799,53.46895,716,63
FL2-1,1955,-1.71888,53.46914,812,57
FL2-1,1955,-1.70818,53.46947,800,55
FL2-1,1955,-1.669,53.47144,731,47
FL2-1,1955,-1.64511,53.4724,638,37
FL2-1,1955,-1.60249,53.47119,595,27
FL3-1,1955,-2.41057,53.45726,325,-28
FL3-1,1955,-2.40658,53.45722,325,-27
FL3-1,1955,-2.38158,53.45672,325,-17
FL3-1,1955,-2.35108,53.45628,325,-7
FL3-1,1955,-2.33903,53.45618,325,1
FL3-1,1955,-2.33414,53.45606,325,3
FL3-1,1955,-2.32562,53.4559,325,13
FL3-1,1955,-2.32337,53.456,325,13
FL3-1,1955,-2.29521,53.45674,325,23
FL3-1,1955,-2.24078,53.45776,344,31
FL3-1,1955,-2.21238,53.45759,345,34
FL3-1,1955,-2.1995,53.45739,345,44
FL3-1,1955,-2.1989,53.45743,345,47
FL3-1,1955,-2.15794,53.457,357,55
FL3-1,1955,-2.15598,53.45723,357,57
FL3-1,1955,-2.0727,53.45906,438,65
FL3-1,1955,-2.0663,53.45902,454,59
FL3-1,1955,-2.041,53.45872,469,50
FL3-1,1955,-1.96735,53.45813,490,48
FL3-1,1955,-1.9419,53.45813,545,53
FL3-1,1955,-1.93979,53.45808,549,54
FL3-1,1955,-1.83926,53.46019,927,74
FL3-1,1955,-1.78677,53.46025,762,64
FL3-1,1955,-1.76411,53.46016,640,55
FL3-1,1955,-1.74906,53.46008,665,53
FL3-1,1955,-1.72941,53.45973,808,56
FL3-1,1955,-1.67723,53.45887,780,48
FL3-1,1955,-1.65381,53.4585,682,37
FL3-1,1955,-1.62911,53.45806,578,31
FL4-1,1955,-2.41896,53.44455,325,-31
FL4-1,1955,-2.41497,53.44461,325,-29
FL4-1,1955,-2.3978,53.44422,325,-19
FL4-1,1955,-2.3728,53.44376,325,-9
FL4-1,1955,-2.35767,53.44367,325,-5
FL4-1,1955,-2.34029,53.44381,325,2
FL4-1,1955,-2.31944,53.44387,325,9
FL4-1,1955,-2.297,53.44393,325,12
FL4-1,1955,-2.2471,53.44435,345,23
FL4-1,1955,-2.23648,53.44451,345,28
FL4-1,1955,-2.20855,53.44492,352,33
FL4-1,1955,-2.16106,53.44522,355,37
FL4-1,1955,-2.0775,53.44341,432,41
FL4-1,1955,-1.95494,53.44474,467,44
FL4-1,1955,-1.9271,53.44379,503,43
FL4-1,1955,-1.82594,53.4413,840,51
FL4-1,1955,-1.78912,53.44182,656,50
FL4-1,1955,-1.75022,53.4426,565,51
FL4-1,1955,-1.73863,53.44294,629,51
FL4-1,1955,-1.68787,53.44429,799,46
FL4-1,1955,-1.64587,53.44535,707,36
FL4-1,1955,-1.6314,53.44584,671,33
FL5-1,1955,-2.45108,53.42826,325,-35
FL5-1,1955,-2.43362,53.4285,325,-30
FL5-1,1955,-2.41135,53.42853,325,-20
FL5-1,1955,-2.3893,53.42874,325,-10
FL5-1,1955,-2.35642,53.42902,325,0
FL5-1,1955,-2.33724,53.42939,325,3
FL5-1,1955,-2.29223,53.42875,325,11
FL5-1,1955,-2.24738,53.42822,345,22
FL5-1,1955,-2.2303,53.42803,345,23
FL5-1,1955,-2.12224,53.42963,379,24
FL5-1,1955,-2.09823,53.42957,388,35
FL5-1,1955,-2.01606,53.4296,462,41
FL5-1,1955,-1.94691,53.42883,531,42
FL5-1,1955,-1.93336,53.42869,546,37
FL5-1,1955,-1.83442,53.42706,745,39
FL5-1,1955,-1.83126,53.42692,761,39
FL5-1,1955,-1.74971,53.42642,574,37
FL5-1,1955,-1.65513,53.42654,678,36
FL5-1,1955,-1.62487,53.42685,546,33
FL6-1,1955,-2.45215,53.41629,325,-30
FL6-1,1955,-2.41846,53.41615,325,-20
FL6-1,1955,-2.40687,53.41614,325,-13
FL6-1,1955,-2.38933,53.41548,325,-10
FL6-1,1955,-2.36254,53.41471,327,0
FL6-1,1955,-2.33606,53.4138,328,8
FL6-1,1955,-2.30259,53.41493,329,10
FL6-1,1955,-2.28048,53.41566,330,21
FL6-1,1955,-2.26701,53.41628,336,27
FL6-1,1955,-2.19397,53.4161,359,27
FL6-1,1955,-2.09587,53.41365,405,24
FL6-1,1955,-2.03494,53.41212,502,38
FL6-1,1955,-2.02689,53.41212,534,39
FL6-1,1955,-1.97905,53.41509,665,48
FL6-1,1955,-1.91744,53.41447,791,46
FL6-1,1955,-1.88961,53.41418,773,44
FL6-1,1955,-1.84627,53.41508,696,37
FL6-1,1955,-1.84146,53.41502,694,36
FL6-1,1955,-1.79544,53.4119,588,28
FL6-1,1955,-1.68373,53.41493,718,33
FL6-1,1955,-1.64441,53.4124,593,32
FL7-1,1955,-2.44821,53.39927,324,-32
FL7-1,1955,-2.43941,53.39931,325,-29
FL7-1,1955,-2.41844,53.40038,325,-22
FL7-1,1955,-2.38318,53.40108,325,-12
FL7-1,1955,-2.36055,53.40187,325,-1
FL7-1,1955,-2.35176,53.40212,325,3
FL7-1,1955,-2.3346,53.40141,325,9
FL7-1,1955,-2.2979,53.40025,332,19
FL7-1,1955,-2.28993,53.40013,333,23
FL7-1,1955,-2.26669,53.40068,334,29
FL7-1,1955,-2.24474,53.40126,336,30
FL7-1,1955,-2.24414,53.40113,336,30
FL7-1,1955,-2.17653,53.40031,355,31
FL7-1,1955,-2.14547,53.39985,385,32
FL7-1,1955,-2.12923,53.39996,375,30
FL7-1,1955,-2.06975,53.40217,404,34
FL7-1,1955,-2.04583,53.40115,430,35
FL7-1,1955,-2.01673,53.39953,505,47
FL7-1,1955,-1.98951,53.39819,550,57
FL7-1,1955,-1.97891,53.39841,542,59
FL7-1,1955,-1.96334,53.39872,576,60
FL7-1,1955,-1.93634,53.39902,603,52
FL7-1,1955,-1.87814,53.39961,890,51
FL7-1,1955,-1.86994,53.39937,886,49
FL7-1,1955,-1.84987,53.39863,852,39
FL7-1,1955,-1.81243,53.397,728,30
FL7-1,1955,-1.77152,53.39635,647,27
FL7-1,1955,-1.74087,53.39629,535,19
FL7-1,1955,-1.68883,53.3959,770,24
FL7-1,1955,-1.66493,53.39588,643,21
FL7-1,1955,-1.65898,53.396,641,22
FL8-1,1955,-2.44055,53.38533,325,-33
FL8-1,1955,-2.4171,53.38609,325,-23
FL8-1,1955,-2.39043,53.38699,334,-13
FL8-1,1955,-2.37134,53.38786,336,-3
FL8-1,1955,-2.36525,53.38833,333,1
FL8-1,1955,-2.35149,53.38797,330,7
FL8-1,1955,-2.31255,53.38735,331,18
FL8-1,1955,-2.28954,53.3871,335,25
FL8-1,1955,-2.28209,53.38675,327,28
FL8-1,1955,-2.1558,53.38658,385,31
FL8-1,1955,-2.10167,53.38592,412,27
FL8-1,1955,-2.06093,53.38604,458,34
FL8-1,1955,-2.05259,53.38604,472,35
FL8-1,1955,-2.02507,53.38627,573,48
FL8-1,1955,-2.00169,53.38646,553,58
FL8-1,1955,-1.98779,53.38654,525,64
FL8-1,1955,-1.93659,53.38558,517,58
FL8-1,1955,-1.91209,53.38507,627,51
FL8-1,1955,-1.91119,53.38503,637,51
FL8-1,1955,-1.87255,53.38213,835,47
FL8-1,1955,-1.86316,53.38153,838,42
FL8-1,1955,-1.83624,53.38204,874,39
FL8-1,1955,-1.76896,53.38399,676,27
FL8-1,1955,-1.72035,53.38321,529,17
FL8-1,1955,-1.71516,53.38325,557,18
FL8-1,1955,-1.68358,53.3838,605,14
FL8-1,1955,-1.62068,53.38271,616,23
FL8-1,1955,-1.60166,53.38238,566,22
FL9-1,1955,-2.43921,53.37208,343,-34
FL9-1,1955,-2.42072,53.37232,336,-24
FL9-1,1955,-2.39947,53.37249,327,-14
FL9-1,1955,-2.38676,53.37253,327,-8
FL9-1,1955,-2.3812,53.37255,329,-4
FL9-1,1955,-2.36361,53.37211,335,7
FL9-1,1955,-2.33662,53.37151,341,17
FL9-1,1955,-2.29612,53.37067,346,27
FL9-1,1955,-2.29183,53.37059,344,28
FL9-1,1955,-2.26936,53.37069,360,38
FL9-1,1955,-2.2417,53.37088,364,38
FL9-1,1955,-2.19024,53.3712,374,45
FL9-1,1955,-2.1172,53.3726,385,44
FL9-1,1955,-2.04302,53.37188,473,49
FL9-1,1955,-2.02604,53.37099,449,44
FL9-1,1955,-2.00762,53.37037,521,56
FL9-1,1955,-1.98381,53.36924,491,66
FL9-1,1955,-1.97291,53.3688,528,70
FL9-1,1955,-1.94202,53.36825,589,69
FL9-1,1955,-1.92188,53.3681,577,59
FL9-1,1955,-1.88883,53.36807,800,55
FL9-1,1955,-1.81895,53.36853,583,43
FL9-1,1955,-1.80174,53.36863,563,36
FL9-1,1955,-1.79361,53.36916,571,33
FL9-1,1955,-1.75266,53.37083,588,26
FL9-1,1955,-1.72207,53.3722,631,20
FL9-1,1955,-1.69886,53.37125,519,16
FL9-1,1955,-1.6471,53.36953,719,23
FL9-1,1955,-1.61637,53.3684,660,33
FL9-1,1955,-1.6057,53.36792,647,32
TL1-1,1955,-2.34819,53.21269,368,-27
TL1-1,1955,-2.34843,53.2153,368,-25
TL1-1,1955,-2.3489,53.22734,367,-14
TL1-1,1955,-2.349,53.22955,366,-13
TL1-1,1955,-2.34887,53.24095,358,-4
TL1-1,1955,-2.34859,53.24343,358,-3
TL1-1,1955,-2.34785,53.2548,365,5
TL1-1,1955,-2.34743,53.25862,369,8
TL1-1,1955,-2.34668,53.26807,370,15
TL1-1,1955,-2.34628,53.27386,370,20
TL1-1,1955,-2.34532,53.28425,375,24
TL1-1,1955,-2.34475,53.29769,365,29
TL1-1,1955,-2.34427,53.3128,354,28
TL1-1,1955,-2.34392,53.32609,345,28
TL1-1,1955,-2.34314,53.34052,335,24
TL1-1,1955,-2.34337,53.34115,335,22
TL1-1,1955,-2.34348,53.35482,349,19
TL1-1,1955,-2.34305,53.36686,336,16
TL1-1,1955,-2.34309,53.37149,340,15
TL1-1,1955,-2.34224,53.38781,331,11
TL1-1,1955,-2.34179,53.39703,325,8
TL1-1,1955,-2.3416,53.40152,325,8
TL1-1,1955,-2.34094,53.41397,329,2
TL1-1,1955,-2.3401,53.42898,325,4
TL1-1,1955,-2.34006,53.44359,325,2
TL1-1,1955,-2.33954,53.47307,325,-7
TL2-1,1955,-2.19958,53.20126,425,-2
TL2-1,1955,-2.19912,53.21348,435,5
TL2-1,1955,-2.19913,53.21658,433,9
TL2-1,1955,-2.19918,53.22679,428,16
TL2-1,1955,-2.19857,53.24198,434,20
TL2-1,1955,-2.19866,53.24293,434,21
TL2-1,1955,-2.19933,53.25731,431,27
TL2-1,1955,-2.1999,53.2675,446,31
TL2-1,1955,-2.20066,53.26934,447,34
TL2-1,1955,-2.20104,53.28791,471,38
TL2-1,1955,-2.20065,53.30107,434,42
TL2-1,1955,-2.20003,53.3125,392,39
TL2-1,1955,-2.198,53.34404,379,41
TL2-1,1955,-2.19874,53.35811,376,38
TL2-1,1955,-2.19879,53.38508,349,32
TL2-1,1955,-2.1988,53.38678,349,31
TL2-1,1955,-2.1984,53.39829,349,30
TL2-1,1955,-2.19819,53.40059,349,29
TL2-1,1955,-2.19743,53.416,357,28
TL2-1,1955,-2.19771,53.42835,360,28
TL2-1,1955,-2.19822,53.44044,355,33
TL2-1,1955,-2.19825,53.46242,345,35
TL2-1,1955,-2.19818,53.46503,345,25
TL2-1,1955,-2.19819,53.46714,344,15
TL3-2,1955,-2.05386,53.2122,595,-4
TL3-2,1955,-2.05403,53.22577,615,1
TL3-2,1955,-2.05435,53.24159,603,-2
TL3-2,1955,-2.05422,53.2567,729,-1
TL3-2,1955,-2.05446,53.26771,693,0
TL3-2,1955,-2.05461,53.2718,678,1
TL3-2,1955,-2.05448,53.2828,655,5
TL3-2,1955,-2.05472,53.29737,597,12
TL3-2,1955,-2.05586,53.31206,591,20
TL3-2,1955,-2.05596,53.31674,640,23
TL3-2,1955,-2.05665,53.32856,608,27
TL3-2,1955,-2.05749,53.34204,526,31
TL3-2,1955,-2.05826,53.35508,496,33
TL3-2,1955,-2.05826,53.35705,492,35
TL3-2,1955,-2.05926,53.37197,481,37
TL3-2,1955,-2.06018,53.38649,458,34
TL3-2,1955,-2.06058,53.40181,395,31
TL3-2,1955,-2.05841,53.41265,395,33
TL3-2,1955,-2.05602,53.42523,459,37
TL3-2,1955,-2.05527,53.42955,461,40
TL3-2,1955,-2.05235,53.44308,484,45
TL3-2,1955,-2.05086,53.4512,455,49
TL3-2,1955,-2.04973,53.45871,469,53
TL3-2,1955,-2.04915,53.47768,504,62
TL4-1,1955,-1.91238,53.2049,678,1
TL4-1,1955,-1.91289,53.21114,719,8
TL4-1,1955,-1.91318,53.21433,735,13
TL4-1,1955,-1.91406,53.22359,732,19
TL4-1,1955,-1.91516,53.23879,671,13
TL4-1,1955,-1.9153,53.24099,659,11
TL4-1,1955,-1.91385,53.25447,602,9
TL4-1,1955,-1.91392,53.25776,599,3
TL4-1,1955,-1.91306,53.27636,667,5
TL4-1,1955,-1.91394,53.28338,678,14
TL4-1,1955,-1.91416,53.28571,682,16
TL4-1,1955,-1.91512,53.29407,692,28
TL4-1,1955,-1.91541,53.29676,695,31
TL4-1,1955,-1.9163,53.3044,685,37
TL4-1,1955,-1.91704,53.31142,568,40
TL4-1,1955,-1.91822,53.32212,535,46
TL4-1,1955,-1.91858,53.32724,523,47
TL4-1,1955,-1.91732,53.35628,628,58
TL4-1,1955,-1.91625,53.36769,603,55
TL4-1,1955,-1.91501,53.38499,596,52
TL4-1,1955,-1.91463,53.38674,602,51
TL4-1,1955,-1.91364,53.39919,704,47
TL4-1,1955,-1.91256,53.4133,818,48
TL4-1,1955,-1.91233,53.4142,817,47
TL4-1,1955,-1.91125,53.42818,721,43
TL4-1,1955,-1.91001,53.44333,572,38
TL4-1,1955,-1.90962,53.44854,566,45
TL4-1,1955,-1.90893,53.45649,679,57
TL4-1,1955,-1.90877,53.45856,700,60
TL4-1,1955,-1.90699,53.4786,552,66
TL5-1,1955,-1.77189,53.21379,613,36
TL5-1,1955,-1.7715,53.21906,638,36
TL5-1,1955,-1.77126,53.22319,655,39
TL5-1,1955,-1.77118,53.22341,656,38
TL5-1,1955,-1.77123,53.22763,646,37
TL5-1,1955,-1.77106,53.23078,641,37
TL5-1,1955,-1.77043,53.23725,592,37
TL5-1,1955,-1.77069,53.24421,562,46
TL5-1,1955,-1.77046,53.24592,560,57
TL5-1,1955,-1.77014,53.2501,555,57
TL5-1,1955,-1.77043,53.25186,556,47
TL5-1,1955,-1.7701,53.25648,562,37
TL5-1,1955,-1.7704,53.25738,562,27
TL5-1,1955,-1.77015,53.26121,564,28
TL5-1,1955,-1.7695,53.27096,574,29
TL5-1,1955,-1.76939,53.27671,588,19
TL5-1,1955,-1.7693,53.28026,604,15
TL5-1,1955,-1.76893,53.29267,642,21
TL5-1,1955,-1.76906,53.29604,649,31
TL5-1,1955,-1.76939,53.30453,668,32
TL5-1,1955,-1.7696,53.30808,673,24
TL5-1,1955,-1.76972,53.31316,679,34
TL5-1,1955,-1.76985,53.31742,680,33
TL5-1,1955,-1.76982,53.32169,676,33
TL5-1,1955,-1.7701,53.32547,668,37
TL5-1,1955,-1.77055,53.34026,565,43
TL5-1,1955,-1.7699,53.34929,525,43
TL5-1,1955,-1.76858,53.35734,589,36
TL5-1,1955,-1.76849,53.36012,647,36
TL5-1,1955,-1.76708,53.37014,658,29
TL5-1,1955,-1.76568,53.37891,581,25
TL5-1,1955,-1.76535,53.38484,648,26
TL5-1,1955,-1.76461,53.39612,620,23
TL5-1,1955,-1.76485,53.40586,611,27
TL5-1,1955,-1.76452,53.41157,662,30
TL5-1,1955,-1.76448,53.41822,671,33
TL5-1,1955,-1.76429,53.42627,609,35
TL5-1,1955,-1.76398,53.43135,580,38
TL5-1,1955,-1.76474,53.43984,554,49
TL5-1,1955,-1.76495,53.44214,554,50
TL5-1,1955,-1.76829,53.48008,798,66
TL6-1,1955,-1.62482,53.20088,432,98
TL6-1,1955,-1.62472,53.20461,429,88
TL6-1,1955,-1.62469,53.20825,435,79
TL6-1,1955,-1.62445,53.20982,438,75
TL6-1,1955,-1.62456,53.21445,443,69
TL6-1,1955,-1.62433,53.22295,455,60
TL6-1,1955,-1.62416,53.22569,454,50
TL6-1,1955,-1.62406,53.22852,451,40
TL6-1,1955,-1.62403,53.2318,448,30
TL6-1,1955,-1.62391,53.23657,432,29
TL6-1,1955,-1.62347,53.24487,419,30
TL6-1,1955,-1.62347,53.2522,424,41
TL6-1,1955,-1.62359,53.25665,437,44
TL6-1,1955,-1.62405,53.2638,468,48
TL6-1,1955,-1.62445,53.27917,495,46
TL6-1,1955,-1.62483,53.29531,524,46
TL6-1,1955,-1.62525,53.29819,520,45
TL6-1,1955,-1.62528,53.3039,517,43
TL6-1,1955,-1.62495,53.30731,510,38
TL6-1,1955,-1.62508,53.30947,502,36
TL6-1,1955,-1.6242,53.32425,590,35
TL6-1,1955,-1.62294,53.33939,689,40
TL6-1,1955,-1.62213,53.35476,717,36
TL6-1,1955,-1.6215,53.36573,674,33
TL6-1,1955,-1.62088,53.36846,669,31
TL6-1,1955,-1.61807,53.39646,647,26
TL6-1,1955,-1.61651,53.41093,550,30
TL6-1,1955,-1.6164,53.41443,535,30
TL6-1,1955,-1.61675,53.42674,538,31
TL6-1,1955,-1.61756,53.44539,665,32
TL6-1,1955,-1.61797,53.45771,566,34
TL6-1,1955,-1.61816,53.46162,527,36
FL10-1,1955,-2.44153,53.35706,354,-35
FL10-1,1955,-2.42568,53.3568,350,-25
FL10-1,1955,-2.40885,53.35637,335,-15
FL10-1,1955,-2.39713,53.35604,335,-6
FL10-1,1955,-2.39195,53.35584,336,-5
FL10-1,1955,-2.37399,53.35549,335,5
FL10-1,1955,-2.3546,53.35505,343,15
FL10-1,1955,-2.33153,53.35471,351,24
FL10-1,1955,-2.32094,53.3551,357,26
FL10-1,1955,-2.28242,53.35659,355,36
FL10-1,1955,-2.24276,53.35816,375,41
FL10-1,1955,-2.21797,53.35772,375,37
FL10-1,1955,-2.20009,53.35739,375,37
FL10-1,1955,-2.1768,53.35706,375,39
FL10-1,1955,-2.17222,53.35716,375,38
FL10-1,1955,-2.06667,53.35678,464,32
FL10-1,1955,-2.01934,53.35824,494,44
FL10-1,1955,-1.99861,53.35882,475,54
FL10-1,1955,-1.93535,53.3566,618,63
FL10-1,1955,-1.92085,53.3565,619,60
FL10-1,1955,-1.883,53.35615,747,53
FL10-1,1955,-1.85235,53.35567,655,42
FL10-1,1955,-1.83334,53.35574,590,42
FL10-1,1955,-1.82733,53.35577,582,43
FL10-1,1955,-1.78233,53.35709,612,44
FL10-1,1955,-1.76213,53.35777,581,35
FL10-1,1955,-1.73861,53.35822,546,32
FL10-1,1955,-1.68776,53.35733,559,27
FL10-1,1955,-1.65538,53.35684,639,28
FL10-1,1955,-1.63722,53.35584,709,32
FL11-1,1955,-2.45038,53.34098,355,-38
FL11-1,1955,-2.4479,53.34094,355,-36
FL11-1,1955,-2.43176,53.34123,361,-26
FL11-1,1955,-2.41591,53.34142,353,-15
FL11-1,1955,-2.39894,53.3417,345,-6
FL11-1,1955,-2.381,53.34189,335,4
FL11-1,1955,-2.37777,53.34186,335,6
FL11-1,1955,-2.36335,53.34163,335,14
FL11-1,1955,-2.34247,53.34134,335,24
FL11-1,1955,-2.32429,53.34089,353,28
FL11-1,1955,-2.30373,53.34135,355,34
FL11-1,1955,-2.24478,53.34234,369,42
FL11-1,1955,-2.16961,53.34531,387,38
FL11-1,1955,-2.16781,53.34536,387,37
FL11-1,1955,-2.09376,53.34278,449,30
FL11-1,1955,-2.02452,53.34174,613,35
FL11-1,1955,-1.99703,53.34111,500,44
FL11-1,1955,-1.99605,53.3412,492,45
FL11-1,1955,-1.91811,53.33893,554,50
FL11-1,1955,-1.88319,53.34002,654,51
FL11-1,1955,-1.85856,53.34071,713,42
FL11-1,1955,-1.81875,53.34191,714,44
FL11-1,1955,-1.77055,53.34093,560,43
FL11-1,1955,-1.74217,53.34038,455,31
FL11-1,1955,-1.68722,53.3394,473,30
FL12-1,1955,-2.43657,53.327,347,-27
FL12-1,1955,-2.42614,53.327,343,-20
FL12-1,1955,-2.42126,53.32706,346,-17
FL12-1,1955,-2.40413,53.32667,341,-7
FL12-1,1955,-2.38672,53.32632,338,3
FL12-1,1955,-2.37118,53.32601,344,13
FL12-1,1955,-2.36337,53.32576,341,21
FL12-1,1955,-2.35766,53.32587,337,22
FL12-1,1955,-2.32621,53.32638,358,34
FL12-1,1955,-2.25325,53.32741,375,44
FL12-1,1955,-2.1853,53.32542,385,40
FL12-1,1955,-2.16638,53.32576,385,36
FL12-1,1955,-2.11084,53.32704,443,29
FL12-1,1955,-1.99936,53.33015,529,34
FL12-1,1955,-1.96348,53.32875,526,45
FL12-1,1955,-1.91385,53.32719,532,54
FL12-1,1955,-1.89463,53.32682,584,48
FL12-1,1955,-1.86529,53.32629,664,40
FL12-1,1955,-1.849,53.32596,652,36
FL12-1,1955,-1.75916,53.3254,612,33
FL12-1,1955,-1.74437,53.3251,557,30
FL12-1,1955,-1.72389,53.32497,658,36
FL12-1,1955,-1.71473,53.32499,634,45
FL12-1,1955,-1.70046,53.32495,596,45
FL12-1,1955,-1.69093,53.32493,569,35
FL12-1,1955,-1.66217,53.32499,480,30
FL13-1,1955,-2.44012,53.31414,351,-28
FL13-1,1955,-2.4233,53.31398,350,-18
FL13-1,1955,-2.40686,53.31377,353,-8
FL13-1,1955,-2.38952,53.31356,359,2
FL13-1,1955,-2.38465,53.31353,361,5
FL13-1,1955,-2.37595,53.31328,362,12
FL13-1,1955,-2.36469,53.31314,359,22
FL13-1,1955,-2.33962,53.31312,355,32
FL13-1,1955,-2.29737,53.31265,373,41
FL13-1,1955,-2.22847,53.31226,379,41
FL13-1,1955,-2.17301,53.31249,405,38
FL13-1,1955,-2.16416,53.31242,405,36
FL13-1,1955,-2.12409,53.31264,425,27
FL13-1,1955,-2.10578,53.31261,462,27
FL13-1,1955,-2.07088,53.31237,559,21
FL13-1,1955,-2.04874,53.31225,592,19
FL13-1,1955,-1.98382,53.31005,533,23
FL13-1,1955,-1.94781,53.31143,528,34
FL13-1,1955,-1.91156,53.31204,594,42
FL13-1,1955,-1.88275,53.31121,639,38
FL13-1,1955,-1.84492,53.31053,645,34
FL13-1,1955,-1.83449,53.31066,628,40
FL13-1,1955,-1.82841,53.31078,619,49
FL13-1,1955,-1.82196,53.31077,638,50
FL13-1,1955,-1.81858,53.31054,649,41
FL13-1,1955,-1.80958,53.31017,672,32
FL13-1,1955,-1.80852,53.31098,678,32
FL13-1,1955,-1.75791,53.30784,626,22
FL13-1,1955,-1.73577,53.30761,642,24
FL13-1,1955,-1.72736,53.30768,662,34
FL13-1,1955,-1.71222,53.3076,643,45
FL13-1,1955,-1.66756,53.30757,605,46
FL13-1,1955,-1.64745,53.30747,531,38
FL13-1,1955,-1.61594,53.30778,571,37
FL14-1,1955,-2.43959,53.299,344,-30
FL14-1,1955,-2.42307,53.29838,344,-20
FL14-1,1955,-2.40649,53.29768,352,-9
FL14-1,1955,-2.39065,53.29719,361,2
FL14-1,1955,-2.37873,53.29669,363,12
FL14-1,1955,-2.37363,53.29657,364,17
FL14-1,1955,-2.36642,53.29677,363,22
FL14-1,1955,-2.3407,53.29784,365,32
FL14-1,1955,-2.29593,53.2998,368,43
FL14-1,1955,-2.28948,53.29999,368,45
FL14-1,1955,-2.22796,53.30103,411,44
FL14-1,1955,-2.20553,53.30143,433,43
FL14-1,1955,-2.16584,53.30032,430,36
FL14-1,1955,-2.13432,53.29937,424,26
FL14-1,1955,-2.12517,53.29916,433,23
FL14-1,1955,-2.09351,53.29959,502,19
FL14-1,1955,-2.04798,53.30002,599,12
FL14-1,1955,-1.97212,53.29832,577,13
FL14-1,1955,-1.96523,53.29822,578,17
FL14-1,1955,-1.92809,53.29713,645,26
FL14-1,1955,-1.89103,53.29593,652,28
FL14-1,1955,-1.84926,53.29477,651,28
FL14-1,1955,-1.80094,53.29524,645,30
FL14-1,1955,-1.80042,53.29411,643,30
FL14-1,1955,-1.77162,53.29402,646,31
FL14-1,1955,-1.77012,53.29532,649,31
FL14-2,1955,-1.76727,53.29392,641,21
FL14-2,1955,-1.76592,53.29518,640,22
FL14-2,1955,-1.74981,53.29379,611,21
FL14-2,1955,-1.74718,53.29388,610,31
FL14-2,1955,-1.74366,53.29378,607,41
