Easting[m],Northing[m],Vp[km/s],ElevationReference[m],ElevationLidar[m]1,x[m],y[m],z[m],Vs[km/s],Vp/Vs
334800.507,4263440.918,3.519,530.110,1655.114,2000.000,2750.000,1125.000,2.091,1.683
335050.507,4264190.918,5.581,530.120,1655.118,2250.000,3500.000,1125.000,3.316,1.683
333175.507,4263940.918,3.387,469.870,1594.872,375.000,3250.000,1125.000,2.012,1.683
336300.507,4263940.918,5.820,469.810,1719.806,3500.000,3250.000,1250.000,3.409,1.707
334050.507,4260815.918,3.411,530.230,1655.233,1250.000,125.000,1125.000,2.027,1.683
334675.507,4262815.918,4.119,530.260,1655.261,1875.000,2125.000,1125.000,2.447,1.683
337050.507,4265440.918,5.820,469.660,1719.658,4250.000,4750.000,1250.000,3.409,1.707
335050.507,4263690.918,4.374,530.340,1655.344,2250.000,3000.000,1125.000,2.599,1.683
335925.507,4262190.918,5.820,469.630,1719.628,3125.000,1500.000,1250.000,3.409,1.707
335300.507,4264815.918,5.466,530.420,1655.423,2500.000,4125.000,1125.000,3.248,1.683
334175.507,4265690.918,3.389,469.560,1594.556,1375.000,5000.000,1125.000,2.014,1.683
333175.507,4264190.918,3.451,469.540,1594.541,375.000,3500.000,1125.000,2.051,1.683
335175.507,4263565.918,4.416,530.530,1655.530,2375.000,2875.000,1125.000,2.624,1.683
336925.507,4265190.918,5.820,469.440,1719.440,4125.000,4500.000,1250.000,3.409,1.707
332925.507,4262690.918,3.354,469.430,1594.434,125.000,2000.000,1125.000,1.993,1.683
333425.507,4264565.918,3.452,469.430,1594.429,625.000,3875.000,1125.000,2.051,1.683
334800.507,4263315.918,3.413,530.570,1655.570,2000.000,2625.000,1125.000,2.028,1.683
334800.507,4263190.918,3.379,530.650,1655.652,2000.000,2500.000,1125.000,2.008,1.683
334175.507,4261190.918,4.718,530.680,1655.684,1375.000,500.000,1125.000,2.803,1.683
335175.507,4264565.918,5.438,530.800,1655.803,2375.000,3875.000,1125.000,3.231,1.683
337800.507,4262940.918,5.820,530.820,1780.821,5000.000,2250.000,1250.000,3.409,1.707
335675.507,4265565.918,5.820,530.840,1655.839,2875.000,4875.000,1125.000,3.409,1.707
335550.507,4260690.918,5.820,469.140,1719.138,2750.000,0.000,1250.000,3.409,1.707
336925.507,4263440.918,5.820,469.130,1719.129,4125.000,2750.000,1250.000,3.409,1.707
333050.507,4263065.918,3.372,469.120,1594.123,250.000,2375.000,1125.000,2.004,1.683
334550.507,4262315.918,5.500,530.910,1655.910,1750.000,1625.000,1125.000,3.268,1.683
336425.507,4264315.918,5.820,469.060,1719.062,3625.000,3625.000,1250.000,3.409,1.707
333925.507,4260690.918,3.385,530.940,1655.939,1125.000,0.000,1125.000,2.011,1.683
334550.507,4262440.918,4.902,530.990,1655.994,1750.000,1750.000,1125.000,2.913,1.683
333675.507,4264565.918,3.453,469.010,1594.014,875.000,3875.000,1125.000,2.052,1.683
334050.507,4265315.918,3.405,468.990,1593.989,1250.000,4625.000,1125.000,2.023,1.683
335175.507,4264440.918,5.567,531.030,1656.029,2375.000,3750.000,1125.000,3.308,1.683
336050.507,4262815.918,5.820,468.900,1718.899,3250.000,2125.000,1250.000,3.409,1.707
333800.507,4264940.918,3.411,468.890,1593.888,1000.000,4250.000,1125.000,2.027,1.683
333175.507,4263565.918,3.345,468.840,1593.845,375.000,2875.000,1125.000,1.988,1.683
336300.507,4264065.918,5.820,468.790,1718.794,3500.000,3375.000,1250.000,3.409,1.707
333050.507,4263190.918,3.366,468.770,1593.770,250.000,2500.000,1125.000,2.000,1.683
337675.507,4264065.918,5.820,531.350,1781.346,4875.000,3375.000,1250.000,3.409,1.707
334800.507,4263065.918,3.428,531.480,1656.478,2000.000,2375.000,1125.000,2.037,1.683
334300.507,4261815.918,5.891,531.530,1656.527,1500.000,1125.000,1125.000,3.411,1.727
335675.507,4261565.918,5.820,468.470,1718.467,2875.000,875.000,1250.000,3.409,1.707
337175.507,4265690.918,5.820,468.440,1718.442,4375.000,5000.000,1250.000,3.409,1.707
337425.507,4260690.918,5.820,531.570,1781.573,4625.000,0.000,1250.000,3.409,1.707
336925.507,4262065.918,5.820,531.640,1781.643,4125.000,1375.000,1250.000,3.409,1.707
334300.507,4261565.918,5.800,531.680,1656.678,1500.000,875.000,1125.000,3.410,1.701
333050.507,4263315.918,3.358,468.290,1593.288,250.000,2625.000,1125.000,1.995,1.683
333175.507,4264315.918,3.467,468.290,1593.291,375.000,3625.000,1125.000,2.060,1.683
337800.507,4264190.918,5.820,531.760,1781.764,5000.000,3500.000,1250.000,3.409,1.707
335050.507,4264065.918,5.520,531.870,1656.873,2250.000,3375.000,1125.000,3.280,1.683
332925.507,4262940.918,3.372,468.100,1593.096,125.000,2250.000,1125.000,2.004,1.683
332925.507,4262815.918,3.366,468.080,1593.079,125.000,2125.000,1125.000,2.000,1.683
334300.507,4261690.918,5.817,531.930,1656.934,1500.000,1000.000,1125.000,3.410,1.706
333300.507,4264440.918,3.489,468.060,1593.059,500.000,3750.000,1125.000,2.073,1.683
336925.507,4263315.918,5.820,468.030,1718.028,4125.000,2625.000,1250.000,3.409,1.707
337550.507,4263940.918,5.820,532.010,1782.010,4750.000,3250.000,1250.000,3.409,1.707
337050.507,4262440.918,5.820,532.020,1782.016,4250.000,1750.000,1250.000,3.409,1.707
333925.507,4265190.918,3.424,467.860,1592.863,1125.000,4500.000,1125.000,2.034,1.683
335925.507,4262315.918,5.820,467.840,1717.839,3125.000,1625.000,1250.000,3.409,1.707
335550.507,4265190.918,5.820,532.170,1657.172,2750.000,4500.000,1125.000,3.409,1.707
337175.507,4262815.918,5.820,532.220,1782.225,4375.000,2125.000,1250.000,3.409,1.707
333550.507,4264565.918,3.451,467.750,1592.754,750.000,3875.000,1125.000,2.051,1.683
334425.507,4262065.918,5.968,532.280,1657.281,1625.000,1375.000,1125.000,3.410,1.750
334675.507,4262690.918,4.401,532.290,1657.288,1875.000,2000.000,1125.000,2.615,1.683
334175.507,4261065.918,4.169,532.390,1657.386,1375.000,375.000,1125.000,2.477,1.683
334050.507,4265440.918,3.405,467.570,1592.570,1250.000,4750.000,1125.000,2.023,1.683
337050.507,4265565.918,5.820,467.430,1717.434,4250.000,4875.000,1250.000,3.409,1.707
332800.507,4262565.918,3.338,467.290,1592.289,0.000,1875.000,1125.000,1.983,1.683
335550.507,4261065.918,5.820,467.270,1717.271,2750.000,375.000,1250.000,3.409,1.707
335800.507,4261940.918,5.820,467.240,1717.243,3000.000,1250.000,1250.000,3.409,1.707
333675.507,4264690.918,3.168,467.220,1592.225,875.000,4000.000,1125.000,1.882,1.683
336925.507,4260940.918,5.820,532.850,1782.846,4125.000,250.000,1250.000,3.409,1.707
333425.507,4264690.918,3.425,467.120,1592.122,625.000,4000.000,1125.000,2.035,1.683
337050.507,4262315.918,5.820,532.920,1782.915,4250.000,1625.000,1250.000,3.409,1.707
333175.507,4263690.918,3.355,467.050,1592.052,375.000,3000.000,1125.000,1.993,1.683
336800.507,4265065.918,5.820,467.030,1717.030,4000.000,4375.000,1250.000,3.409,1.707
336925.507,4261065.918,5.820,532.980,1782.979,4125.000,375.000,1250.000,3.409,1.707
335550.507,4260940.918,5.820,466.990,1716.991,2750.000,250.000,1250.000,3.409,1.707
336550.507,4264565.918,5.820,466.900,1716.895,3750.000,3875.000,1250.000,3.409,1.707
335175.507,4264315.918,5.641,533.130,1658.134,2375.000,3625.000,1125.000,3.352,1.683
335550.507,4260815.918,5.820,466.850,1716.846,2750.000,125.000,1250.000,3.409,1.707
333300.507,4264565.918,3.462,466.830,1591.832,500.000,3875.000,1125.000,2.057,1.683
336925.507,4261940.918,5.820,533.180,1783.176,4125.000,1250.000,1250.000,3.409,1.707
333050.507,4264065.918,3.398,466.820,1591.816,250.000,3375.000,1125.000,2.019,1.683
336675.507,4263315.918,5.820,466.790,1716.791,3875.000,2625.000,1250.000,3.409,1.707
334300.507,4261440.918,5.807,533.220,1658.217,1500.000,750.000,1125.000,3.410,1.703
335675.507,4265440.918,5.820,533.250,1658.252,2875.000,4750.000,1125.000,3.409,1.707
333050.507,4263440.918,3.351,466.650,1591.650,250.000,2750.000,1125.000,1.991,1.683
334425.507,4261940.918,5.916,533.360,1658.360,1625.000,1250.000,1125.000,3.410,1.735
335425.507,4263440.918,5.275,533.420,1658.420,2625.000,2750.000,1125.000,3.134,1.683
335550.507,4261315.918,5.820,466.550,1716.554,2750.000,625.000,1250.000,3.409,1.707
336550.507,4263565.918,5.820,466.510,1716.514,3750.000,2875.000,1250.000,3.409,1.707
335425.507,4264940.918,5.643,533.670,1658.665,2625.000,4250.000,1125.000,3.353,1.683
337425.507,4263690.918,5.820,533.670,1783.667,4625.000,3000.000,1250.000,3.409,1.707
333175.507,4263815.918,3.366,466.320,1591.316,375.000,3125.000,1125.000,2.000,1.683
335925.507,4262440.918,5.820,466.290,1716.291,3125.000,1750.000,1250.000,3.409,1.707
334550.507,4262190.918,5.963,533.710,1658.712,1750.000,1500.000,1125.000,3.409,1.749
334800.507,4262940.918,3.877,533.740,1658.745,2000.000,2250.000,1125.000,2.304,1.683
335300.507,4264690.918,5.623,533.750,1658.749,2500.000,4000.000,1125.000,3.341,1.683
337175.507,4262690.918,5.820,533.770,1783.766,4375.000,2000.000,1250.000,3.409,1.707
335050.507,4263940.918,5.036,533.780,1658.785,2250.000,3250.000,1125.000,2.992,1.683
332925.507,4263065.918,3.372,466.200,1591.203,125.000,2375.000,1125.000,2.004,1.683
332800.507,4262690.918,3.354,466.200,1591.200,0.000,2000.000,1125.000,1.993,1.683
336925.507,4261190.918,5.820,533.960,1783.964,4125.000,500.000,1250.000,3.409,1.707
335550.507,4261190.918,5.820,465.990,1715.987,2750.000,500.000,1250.000,3.409,1.707
332925.507,4263190.918,3.366,465.970,1590.968,125.000,2500.000,1125.000,2.000,1.683
333050.507,4264190.918,3.421,465.860,1590.856,250.000,3500.000,1125.000,2.033,1.683
333050.507,4264315.918,3.439,465.820,1590.822,250.000,3625.000,1125.000,2.043,1.683
333800.507,4265065.918,3.446,465.800,1590.796,1000.000,4375.000,1125.000,2.048,1.683
335800.507,4265690.918,5.820,534.280,1659.284,3000.000,5000.000,1125.000,3.409,1.707
336050.507,4262940.918,5.820,465.690,1715.695,3250.000,2250.000,1250.000,3.409,1.707
334050.507,4265565.918,3.405,465.660,1590.661,1250.000,4875.000,1125.000,2.023,1.683
335550.507,4265065.918,5.820,534.340,1659.345,2750.000,4375.000,1125.000,3.409,1.707
336300.507,4264190.918,5.820,465.640,1715.637,3500.000,3500.000,1250.000,3.409,1.707
334175.507,4260690.918,3.428,534.430,1659.433,1375.000,0.000,1125.000,2.037,1.683
335675.507,4261690.918,5.820,465.540,1715.540,2875.000,1000.000,1250.000,3.409,1.707
333675.507,4264815.918,3.280,465.450,1590.455,875.000,4125.000,1125.000,1.949,1.683
336425.507,4263690.918,5.820,465.430,1715.430,3625.000,3000.000,1250.000,3.409,1.707
336925.507,4261815.918,5.820,534.570,1784.573,4125.000,1125.000,1250.000,3.409,1.707
336925.507,4261315.918,5.820,534.600,1784.599,4125.000,625.000,1250.000,3.409,1.707
333050.507,4263940.918,3.377,465.360,1590.358,250.000,3250.000,1125.000,2.007,1.683
334675.507,4262565.918,4.826,534.650,1659.649,1875.000,1875.000,1125.000,2.867,1.683
333550.507,4264690.918,3.325,465.310,1590.315,750.000,4000.000,1125.000,1.976,1.683
336050.507,4263065.918,5.820,465.300,1715.298,3250.000,2375.000,1250.000,3.409,1.707
335925.507,4262565.918,5.820,465.270,1715.272,3125.000,1875.000,1250.000,3.409,1.707
334175.507,4260940.918,3.621,534.730,1659.729,1375.000,250.000,1125.000,2.152,1.683
333175.507,4264440.918,3.464,465.230,1590.230,375.000,3750.000,1125.000,2.058,1.683
337550.507,4263815.918,5.820,534.980,1784.977,4750.000,3125.000,1250.000,3.409,1.707
336925.507,4265315.918,5.820,464.960,1714.961,4125.000,4625.000,1250.000,3.409,1.707
333925.507,4265315.918,3.424,464.930,1589.933,1125.000,4625.000,1125.000,2.034,1.683
336925.507,4261690.918,5.820,535.080,1785.076,4125.000,1000.000,1250.000,3.409,1.707
336425.507,4264440.918,5.820,464.900,1714.902,3625.000,3750.000,1250.000,3.409,1.707
335675.507,4265315.918,5.820,535.130,1660.129,2875.000,4625.000,1125.000,3.409,1.707
337300.507,4263065.918,5.820,535.170,1785.171,4500.000,2375.000,1250.000,3.409,1.707
334800.507,4262815.918,4.347,535.170,1660.170,2000.000,2125.000,1125.000,2.583,1.683
334300.507,4261315.918,5.636,535.220,1660.218,1500.000,625.000,1125.000,3.349,1.683
335175.507,4264190.918,5.853,535.250,1660.251,2375.000,3500.000,1125.000,3.411,1.716
334050.507,4260690.918,3.406,535.250,1660.253,1250.000,0.000,1125.000,2.024,1.683
332925.507,4263315.918,3.359,464.650,1589.653,125.000,2625.000,1125.000,1.996,1.683
337300.507,4262940.918,5.820,535.390,1785.394,4500.000,2250.000,1250.000,3.409,1.707
334925.507,4263190.918,3.410,535.390,1660.387,2125.000,2500.000,1125.000,2.026,1.683
337175.507,4262565.918,5.820,535.400,1785.396,4375.000,1875.000,1250.000,3.409,1.707
336175.507,4263315.918,5.820,464.590,1714.590,3375.000,2625.000,1250.000,3.409,1.707
333050.507,4263565.918,3.348,464.580,1589.582,250.000,2875.000,1125.000,1.989,1.683
335800.507,4262065.918,5.820,464.570,1714.571,3000.000,1375.000,1250.000,3.409,1.707
334300.507,4260690.918,3.448,535.450,1660.447,1500.000,0.000,1125.000,2.049,1.683
336925.507,4261440.918,5.820,535.450,1785.448,4125.000,750.000,1250.000,3.409,1.707
336800.507,4265190.918,5.820,464.530,1714.535,4000.000,4500.000,1250.000,3.409,1.707
336925.507,4261565.918,5.820,535.480,1785.484,4125.000,875.000,1250.000,3.409,1.707
333425.507,4264815.918,3.431,464.510,1589.511,625.000,4125.000,1125.000,2.039,1.683
332800.507,4262940.918,3.372,464.490,1589.493,0.000,2250.000,1125.000,2.004,1.683
336675.507,4264940.918,5.820,464.480,1714.484,3875.000,4250.000,1250.000,3.409,1.707
334050.507,4265690.918,3.405,464.440,1589.438,1250.000,5000.000,1125.000,2.023,1.683
333300.507,4264690.918,3.451,464.310,1589.307,500.000,4000.000,1125.000,2.051,1.683
336800.507,4263315.918,5.820,464.310,1714.306,4000.000,2625.000,1250.000,3.409,1.707
334925.507,4263315.918,3.433,535.690,1660.690,2125.000,2625.000,1125.000,2.040,1.683
336425.507,4263565.918,5.820,464.200,1714.204,3625.000,2875.000,1250.000,3.409,1.707
336675.507,4264815.918,5.820,464.180,1714.185,3875.000,4125.000,1250.000,3.409,1.707
333050.507,4264440.918,3.451,464.060,1589.058,250.000,3750.000,1125.000,2.051,1.683
335675.507,4261815.918,5.820,463.980,1713.983,2875.000,1125.000,1250.000,3.409,1.707
337675.507,4263940.918,5.820,536.020,1786.022,4875.000,3250.000,1250.000,3.409,1.707
334425.507,4261815.918,5.859,536.050,1661.053,1625.000,1125.000,1125.000,3.410,1.718
337800.507,4264065.918,5.820,536.100,1786.100,5000.000,3375.000,1250.000,3.409,1.707
334550.507,4262065.918,5.945,536.160,1661.158,1750.000,1375.000,1125.000,3.411,1.743
334300.507,4261190.918,5.091,536.170,1661.172,1500.000,500.000,1125.000,3.025,1.683
333800.507,4265190.918,3.446,463.830,1588.826,1000.000,4500.000,1125.000,2.048,1.683
335050.507,4263815.918,4.563,536.190,1661.186,2250.000,3125.000,1125.000,2.711,1.683
333925.507,4265440.918,3.424,463.770,1588.767,1125.000,4750.000,1125.000,2.034,1.683
332800.507,4262815.918,3.366,463.750,1588.750,0.000,2125.000,1125.000,2.000,1.683
333175.507,4264565.918,3.459,463.710,1588.712,375.000,3875.000,1125.000,2.055,1.683
336300.507,4263690.918,5.820,463.660,1713.661,3500.000,3000.000,1250.000,3.409,1.707
336550.507,4264690.918,5.820,463.610,1713.606,3750.000,4000.000,1250.000,3.409,1.707
333050.507,4263815.918,3.361,463.560,1588.562,250.000,3125.000,1125.000,1.997,1.683
335300.507,4264565.918,5.730,536.440,1661.445,2500.000,3875.000,1125.000,3.405,1.683
335425.507,4264815.918,5.823,536.470,1661.474,2625.000,4125.000,1125.000,3.409,1.708
334675.507,4262440.918,5.159,536.470,1661.467,1875.000,1750.000,1125.000,3.065,1.683
334425.507,4261690.918,5.819,536.500,1661.496,1625.000,1000.000,1125.000,3.411,1.706
335425.507,4260690.918,5.820,463.450,1713.450,2625.000,0.000,1250.000,3.409,1.707
337050.507,4262190.918,5.820,536.570,1786.574,4250.000,1500.000,1250.000,3.409,1.707
335925.507,4262690.918,5.820,463.390,1713.392,3125.000,2000.000,1250.000,3.409,1.707
334300.507,4261065.918,4.545,536.700,1661.702,1500.000,375.000,1125.000,2.701,1.683
335300.507,4263315.918,4.274,536.740,1661.742,2500.000,2625.000,1125.000,2.540,1.683
335800.507,4265565.918,5.820,536.750,1661.752,3000.000,4875.000,1125.000,3.409,1.707
332925.507,4263440.918,3.353,463.180,1588.175,125.000,2750.000,1125.000,1.992,1.683
332925.507,4264190.918,3.414,463.170,1588.169,125.000,3500.000,1125.000,2.029,1.683
333675.507,4264940.918,3.402,463.160,1588.164,875.000,4250.000,1125.000,2.021,1.683
335800.507,4262190.918,5.820,463.010,1713.011,3000.000,1500.000,1250.000,3.409,1.707
332925.507,4264315.918,3.433,462.990,1587.990,125.000,3625.000,1125.000,2.040,1.683
336300.507,4264315.918,5.820,462.910,1712.912,3500.000,3625.000,1250.000,3.409,1.707
332800.507,4263065.918,3.371,462.890,1587.895,0.000,2375.000,1125.000,2.003,1.683
333675.507,4265065.918,3.469,462.890,1587.887,875.000,4375.000,1125.000,2.061,1.683
335550.507,4263440.918,5.622,537.160,1662.157,2750.000,2750.000,1125.000,3.340,1.683
335675.507,4265190.918,5.820,537.180,1662.180,2875.000,4500.000,1125.000,3.409,1.707
335300.507,4264440.918,5.643,537.190,1662.190,2500.000,3750.000,1125.000,3.353,1.683
334800.507,4262690.918,4.703,537.220,1662.215,2000.000,2000.000,1125.000,2.794,1.683
336175.507,4263815.918,5.820,462.780,1712.785,3375.000,3125.000,1250.000,3.409,1.707
333550.507,4264815.918,3.362,462.750,1587.753,750.000,4125.000,1125.000,1.998,1.683
335550.507,4261440.918,5.820,462.710,1712.713,2750.000,750.000,1250.000,3.409,1.707
334925.507,4263065.918,3.812,537.390,1662.385,2125.000,2375.000,1125.000,2.265,1.683
333175.507,4264690.918,3.460,462.560,1587.563,375.000,4000.000,1125.000,2.056,1.683
333300.507,4264815.918,3.454,462.470,1587.470,500.000,4125.000,1125.000,2.052,1.683
332800.507,4263190.918,3.366,462.460,1587.455,0.000,2500.000,1125.000,2.000,1.683
334675.507,4262315.918,5.848,537.620,1662.623,1875.000,1625.000,1125.000,3.410,1.715
335550.507,4261565.918,5.820,462.310,1712.314,2750.000,875.000,1250.000,3.409,1.707
336050.507,4263190.918,5.820,462.170,1712.170,3250.000,2500.000,1250.000,3.409,1.707
335175.507,4264065.918,5.829,537.850,1662.849,2375.000,3375.000,1125.000,3.411,1.709
333050.507,4263690.918,3.352,462.150,1587.155,250.000,3000.000,1125.000,1.992,1.683
337175.507,4260690.918,5.820,537.870,1787.871,4375.000,0.000,1250.000,3.409,1.707
336925.507,4265440.918,5.820,462.120,1712.121,4125.000,4750.000,1250.000,3.409,1.707
336175.507,4263940.918,5.820,462.110,1712.107,3375.000,3250.000,1250.000,3.409,1.707
335925.507,4262815.918,5.819,462.020,1712.021,3125.000,2125.000,1250.000,3.409,1.707
333425.507,4264940.918,3.452,462.010,1587.009,625.000,4250.000,1125.000,2.051,1.683
337050.507,4260815.918,5.820,538.040,1788.037,4250.000,125.000,1250.000,3.409,1.707
335425.507,4261315.918,5.820,461.940,1711.945,2625.000,625.000,1250.000,3.409,1.707
335425.507,4261065.918,5.820,461.910,1711.908,2625.000,375.000,1250.000,3.409,1.707
336175.507,4264065.918,5.820,461.830,1711.830,3375.000,3375.000,1250.000,3.409,1.707
332925.507,4264065.918,3.393,461.800,1586.799,125.000,3375.000,1125.000,2.016,1.683
334925.507,4262940.918,4.052,538.290,1663.289,2125.000,2250.000,1125.000,2.408,1.683
337175.507,4262315.918,5.820,538.290,1788.292,4375.000,1625.000,1250.000,3.409,1.707
335300.507,4264315.918,5.754,538.390,1663.387,2500.000,3625.000,1125.000,3.419,1.683
336675.507,4265065.918,5.820,461.560,1711.564,3875.000,4375.000,1250.000,3.409,1.707
332925.507,4263565.918,3.350,461.530,1586.533,125.000,2875.000,1125.000,1.990,1.683
335425.507,4260815.918,5.820,461.390,1711.385,2625.000,125.000,1250.000,3.409,1.707
332925.507,4263940.918,3.374,461.370,1586.370,125.000,3250.000,1125.000,2.005,1.683
334550.507,4261940.918,5.878,538.660,1663.661,1750.000,1250.000,1125.000,3.410,1.724
332800.507,4263315.918,3.359,461.300,1586.301,0.000,2625.000,1125.000,1.996,1.683
337175.507,4262440.918,5.820,538.730,1788.735,4375.000,1750.000,1250.000,3.409,1.707
335800.507,4265440.918,5.820,538.750,1663.753,3000.000,4750.000,1125.000,3.409,1.707
333925.507,4265565.918,3.424,461.250,1586.250,1125.000,4875.000,1125.000,2.034,1.683
335675.507,4261940.918,5.820,461.190,1711.190,2875.000,1250.000,1250.000,3.409,1.707
335550.507,4264940.918,5.821,538.920,1663.917,2750.000,4250.000,1125.000,3.410,1.707
332925.507,4264440.918,3.448,461.020,1586.022,125.000,3750.000,1125.000,2.049,1.683
335800.507,4262315.918,5.820,461.010,1711.008,3000.000,1625.000,1250.000,3.409,1.707
336925.507,4265565.918,5.820,461.010,1711.011,4125.000,4875.000,1250.000,3.409,1.707
333300.507,4264940.918,3.462,460.980,1585.975,500.000,4250.000,1125.000,2.057,1.683
335425.507,4261190.918,5.820,460.960,1710.961,2625.000,500.000,1250.000,3.409,1.707
333800.507,4265315.918,3.446,460.930,1585.934,1000.000,4625.000,1125.000,2.048,1.683
335175.507,4263940.918,5.524,539.110,1664.113,2375.000,3250.000,1125.000,3.282,1.683
335675.507,4265065.918,5.820,539.120,1664.124,2875.000,4375.000,1125.000,3.409,1.707
334300.507,4260815.918,3.452,539.140,1664.136,1500.000,125.000,1125.000,2.051,1.683
335925.507,4265690.918,5.820,539.150,1664.146,3125.000,5000.000,1125.000,3.409,1.707
335425.507,4260940.918,5.820,460.840,1710.840,2625.000,250.000,1250.000,3.409,1.707
337675.507,4263815.918,5.820,539.180,1789.179,4875.000,3125.000,1250.000,3.409,1.707
337550.507,4260690.918,5.820,539.260,1789.264,4750.000,0.000,1250.000,3.409,1.707
337050.507,4265690.918,5.820,460.740,1710.745,4250.000,5000.000,1250.000,3.409,1.707
336425.507,4264565.918,5.820,460.720,1710.719,3625.000,3875.000,1250.000,3.409,1.707
333050.507,4264565.918,3.458,460.600,1585.601,250.000,3875.000,1125.000,2.055,1.683
335425.507,4264690.918,5.807,539.420,1664.422,2625.000,4000.000,1125.000,3.410,1.703
337300.507,4262815.918,5.820,539.430,1789.434,4500.000,2125.000,1250.000,3.409,1.707
337050.507,4260940.918,5.820,539.500,1789.503,4250.000,250.000,1250.000,3.409,1.707
337050.507,4262065.918,5.820,539.500,1789.498,4250.000,1375.000,1250.000,3.409,1.707
333550.507,4264940.918,3.427,460.460,1585.461,750.000,4250.000,1125.000,2.036,1.683
335425.507,4263315.918,4.814,539.610,1664.610,2625.000,2625.000,1125.000,2.860,1.683
333175.507,4264815.918,3.462,460.370,1585.374,375.000,4125.000,1125.000,2.057,1.683
336175.507,4264190.918,5.820,460.260,1710.264,3375.000,3500.000,1250.000,3.409,1.707
334300.507,4260940.918,3.819,539.770,1664.772,1500.000,250.000,1125.000,2.269,1.683
334425.507,4261565.918,5.809,539.790,1664.790,1625.000,875.000,1125.000,3.411,1.703
337675.507,4263565.918,5.820,539.790,1789.786,4875.000,2875.000,1250.000,3.409,1.707
337050.507,4261065.918,5.820,539.810,1789.809,4250.000,375.000,1250.000,3.409,1.707
336800.507,4263440.918,5.820,460.090,1710.085,4000.000,2750.000,1250.000,3.409,1.707
337550.507,4263690.918,5.820,539.930,1789.935,4750.000,3000.000,1250.000,3.409,1.707
334425.507,4261440.918,5.813,539.960,1664.957,1625.000,750.000,1125.000,3.409,1.705
334800.507,4262440.918,5.564,540.020,1665.024,2000.000,1750.000,1125.000,3.306,1.683
335925.507,4262940.918,5.819,459.940,1709.944,3125.000,2250.000,1250.000,3.411,1.706
333675.507,4265190.918,3.469,459.910,1584.915,875.000,4500.000,1125.000,2.061,1.683
335550.507,4261690.918,5.820,459.910,1709.913,2750.000,1000.000,1250.000,3.409,1.707
337550.507,4260815.918,5.820,540.110,1790.113,4750.000,125.000,1250.000,3.409,1.707
337050.507,4261190.918,5.820,540.140,1790.139,4250.000,500.000,1250.000,3.409,1.707
335675.507,4263440.918,5.809,540.220,1665.222,2875.000,2750.000,1125.000,3.409,1.704
333925.507,4265690.918,3.424,459.730,1584.730,1125.000,5000.000,1125.000,2.034,1.683
337675.507,4263440.918,5.820,540.290,1790.291,4875.000,2750.000,1250.000,3.409,1.707
337300.507,4262565.918,5.820,540.310,1790.313,4500.000,1875.000,1250.000,3.409,1.707
335050.507,4263190.918,3.696,540.310,1665.309,2250.000,2500.000,1125.000,2.196,1.683
335550.507,4261815.918,5.820,459.690,1709.688,2750.000,1125.000,1250.000,3.409,1.707
335800.507,4262440.918,5.820,459.640,1709.642,3000.000,1750.000,1250.000,3.409,1.707
333050.507,4264690.918,3.463,459.620,1584.617,250.000,4000.000,1125.000,2.058,1.683
336550.507,4263315.918,5.820,459.610,1709.610,3750.000,2625.000,1250.000,3.409,1.707
337425.507,4260815.918,5.820,540.430,1790.427,4625.000,125.000,1250.000,3.409,1.707
336300.507,4264440.918,5.820,459.570,1709.569,3500.000,3750.000,1250.000,3.409,1.707
335300.507,4263565.918,4.966,540.440,1665.443,2500.000,2875.000,1125.000,2.951,1.683
337800.507,4263940.918,5.820,540.440,1790.442,5000.000,3250.000,1250.000,3.409,1.707
335050.507,4263315.918,3.761,540.460,1665.458,2250.000,2625.000,1125.000,2.235,1.683
333800.507,4265440.918,3.446,459.420,1584.420,1000.000,4750.000,1125.000,2.048,1.683
332800.507,4264190.918,3.412,459.410,1584.413,0.000,3500.000,1125.000,2.027,1.683
336800.507,4265315.918,5.820,459.400,1709.400,4000.000,4625.000,1250.000,3.409,1.707
334425.507,4260690.918,3.467,540.630,1665.627,1625.000,0.000,1125.000,2.060,1.683
332925.507,4263815.918,3.360,459.330,1584.335,125.000,3125.000,1125.000,1.996,1.683
335675.507,4262065.918,5.820,459.270,1709.272,2875.000,1375.000,1250.000,3.409,1.707
332800.507,4264315.918,3.431,459.250,1584.251,0.000,3625.000,1125.000,2.039,1.683
337300.507,4262690.918,5.820,540.880,1790.880,4500.000,2000.000,1250.000,3.409,1.707
332800.507,4263440.918,3.353,459.110,1584.110,0.000,2750.000,1125.000,1.992,1.683
334800.507,4262565.918,4.915,540.950,1665.948,2000.000,1875.000,1125.000,2.920,1.683
336175.507,4263690.918,5.820,458.970,1708.966,3375.000,3000.000,1250.000,3.409,1.707
334425.507,4261315.918,5.819,541.050,1666.050,1625.000,625.000,1125.000,3.411,1.706
334925.507,4262815.918,4.380,541.060,1666.061,2125.000,2125.000,1125.000,2.602,1.683
333300.507,4265065.918,3.465,458.910,1583.913,500.000,4375.000,1125.000,2.059,1.683
335300.507,4264190.918,5.801,541.110,1666.108,2500.000,3500.000,1125.000,3.410,1.701
334675.507,4262190.918,5.965,541.120,1666.118,1875.000,1500.000,1125.000,3.411,1.749
333425.507,4265065.918,3.465,458.870,1583.872,625.000,4375.000,1125.000,2.059,1.683
